Kommun,År,Befolkning
Vellinge,1974,20672
Vellinge,1975,21833
Vellinge,1976,22244
Vellinge,1977,22640
Vellinge,1978,22997
Vellinge,1979,23154
Vellinge,1980,23190
Vellinge,1981,23571
Vellinge,1982,23927
Vellinge,1983,24555
Vellinge,1984,24995
Vellinge,1985,25397
Vellinge,1986,25919
Vellinge,1987,26425
Vellinge,1988,27074
Vellinge,1989,27664
Vellinge,1990,27876
Vellinge,1991,28201
Vellinge,1992,28494
Vellinge,1993,29056
Vellinge,1994,29269
Vellinge,1995,29476
Vellinge,1996,29641
Vellinge,1997,29727
Vellinge,1998,30023
Vellinge,1999,30206
Vellinge,2000,30516
Vellinge,2001,30782
Vellinge,2002,31087
Vellinge,2003,31300
Vellinge,2004,31596
Vellinge,2005,31722
Vellinge,2006,32270
Vellinge,2007,32565
Vellinge,2008,32843
Vellinge,2009,33162
Vellinge,2010,33303
Vellinge,2011,33510
Vellinge,2012,33615
Vellinge,2013,33807
Vellinge,2014,34110
Vellinge,2015,34667
Vellinge,2016,35257
Vellinge,2017,35790
Vellinge,2018,36499
Vellinge,2019,36628
Vellinge,2020,36915
Vetlanda,1950,28061
Vetlanda,1951,27947
Vetlanda,1952,27949
Vetlanda,1953,28045
Vetlanda,1954,28221
Vetlanda,1955,28380
Vetlanda,1956,28468
Vetlanda,1957,28323
Vetlanda,1958,28276
Vetlanda,1959,28124
Vetlanda,1960,27864
Vetlanda,1961,27587
Vetlanda,1962,27446
Vetlanda,1963,27552
Vetlanda,1964,27842
Vetlanda,1965,28082
Vetlanda,1966,28296
Vetlanda,1967,28348
Vetlanda,1968,28638
Vetlanda,1969,28731
Vetlanda,1970,28860
Vetlanda,1971,28713
Vetlanda,1972,28833
Vetlanda,1973,28901
Vetlanda,1974,28723
Vetlanda,1975,28532
Vetlanda,1976,28598
Vetlanda,1977,28644
Vetlanda,1978,28582
Vetlanda,1979,28714
Vetlanda,1980,28736
Vetlanda,1981,28597
Vetlanda,1982,28375
Vetlanda,1983,28270
Vetlanda,1984,28190
Vetlanda,1985,27965
Vetlanda,1986,27784
Vetlanda,1987,27727
Vetlanda,1988,27833
Vetlanda,1989,27975
Vetlanda,1990,28023
Vetlanda,1991,28170
Vetlanda,1992,27946
Vetlanda,1993,27810
Vetlanda,1994,27901
Vetlanda,1995,27825
Vetlanda,1996,27563
Vetlanda,1997,27332
Vetlanda,1998,27064
Vetlanda,1999,26735
Vetlanda,2000,26624
Vetlanda,2001,26522
Vetlanda,2002,26428
Vetlanda,2003,26398
Vetlanda,2004,26531
Vetlanda,2005,26459
Vetlanda,2006,26380
Vetlanda,2007,26365
Vetlanda,2008,26343
Vetlanda,2009,26350
Vetlanda,2010,26304
Vetlanda,2011,26302
Vetlanda,2012,26297
Vetlanda,2013,26419
Vetlanda,2014,26647
Vetlanda,2015,26873
Vetlanda,2016,27241
Vetlanda,2017,27415
Vetlanda,2018,27504
Vetlanda,2019,27466
Vetlanda,2020,27502
Vilhelmina,1950,10894
Vilhelmina,1951,10776
Vilhelmina,1952,10685
Vilhelmina,1953,10823
Vilhelmina,1954,10836
Vilhelmina,1955,10733
Vilhelmina,1956,10837
Vilhelmina,1957,11007
Vilhelmina,1958,11156
Vilhelmina,1959,11425
Vilhelmina,1960,11311
Vilhelmina,1961,10750
Vilhelmina,1962,10342
Vilhelmina,1963,10117
Vilhelmina,1964,9939
Vilhelmina,1965,9715
Vilhelmina,1966,9575
Vilhelmina,1967,9411
Vilhelmina,1968,9090
Vilhelmina,1969,8889
Vilhelmina,1970,8676
Vilhelmina,1971,8652
Vilhelmina,1972,8673
Vilhelmina,1973,8647
Vilhelmina,1974,8666
Vilhelmina,1975,8687
Vilhelmina,1976,8769
Vilhelmina,1977,8834
Vilhelmina,1978,8772
Vilhelmina,1979,8690
Vilhelmina,1980,8681
Vilhelmina,1981,8645
Vilhelmina,1982,8664
Vilhelmina,1983,8649
Vilhelmina,1984,8686
Vilhelmina,1985,8640
Vilhelmina,1986,8574
Vilhelmina,1987,8480
Vilhelmina,1988,8464
Vilhelmina,1989,8532
Vilhelmina,1990,8509
Vilhelmina,1991,8452
Vilhelmina,1992,8406
Vilhelmina,1993,8456
Vilhelmina,1994,8488
Vilhelmina,1995,8371
Vilhelmina,1996,8314
Vilhelmina,1997,8279
Vilhelmina,1998,8125
Vilhelmina,1999,8006
Vilhelmina,2000,7918
Vilhelmina,2001,7730
Vilhelmina,2002,7655
Vilhelmina,2003,7588
Vilhelmina,2004,7422
Vilhelmina,2005,7327
Vilhelmina,2006,7280
Vilhelmina,2007,7220
Vilhelmina,2008,7220
Vilhelmina,2009,7156
Vilhelmina,2010,7135
Vilhelmina,2011,7048
Vilhelmina,2012,6941
Vilhelmina,2013,6887
Vilhelmina,2014,6848
Vilhelmina,2015,6829
Vilhelmina,2016,6805
Vilhelmina,2017,6787
Vilhelmina,2018,6752
Vilhelmina,2019,6668
Vilhelmina,2020,6539
Vimmerby,1950,18158
Vimmerby,1951,18189
Vimmerby,1952,18144
Vimmerby,1953,17996
Vimmerby,1954,18038
Vimmerby,1955,17949
Vimmerby,1956,18035
Vimmerby,1957,17936
Vimmerby,1958,17996
Vimmerby,1959,17929
Vimmerby,1960,17821
Vimmerby,1961,17695
Vimmerby,1962,17572
Vimmerby,1963,17450
Vimmerby,1964,17478
Vimmerby,1965,17402
Vimmerby,1966,17309
Vimmerby,1967,17298
Vimmerby,1968,17152
Vimmerby,1969,17176
Vimmerby,1970,17126
Vimmerby,1971,16769
Vimmerby,1972,16590
Vimmerby,1973,16545
Vimmerby,1974,16458
Vimmerby,1975,16394
Vimmerby,1976,16317
Vimmerby,1977,16293
Vimmerby,1978,16206
Vimmerby,1979,16192
Vimmerby,1980,16180
Vimmerby,1981,16039
Vimmerby,1982,15972
Vimmerby,1983,15869
Vimmerby,1984,15837
Vimmerby,1985,15702
Vimmerby,1986,15589
Vimmerby,1987,15630
Vimmerby,1988,15688
Vimmerby,1989,15846
Vimmerby,1990,15867
Vimmerby,1991,15963
Vimmerby,1992,16050
Vimmerby,1993,16012
Vimmerby,1994,16192
Vimmerby,1995,16096
Vimmerby,1996,15950
Vimmerby,1997,15816
Vimmerby,1998,15779
Vimmerby,1999,15788
Vimmerby,2000,15776
Vimmerby,2001,15644
Vimmerby,2002,15628
Vimmerby,2003,15621
Vimmerby,2004,15596
Vimmerby,2005,15613
Vimmerby,2006,15588
Vimmerby,2007,15608
Vimmerby,2008,15551
Vimmerby,2009,15538
Vimmerby,2010,15473
Vimmerby,2011,15397
Vimmerby,2012,15403
Vimmerby,2013,15287
Vimmerby,2014,15297
Vimmerby,2015,15419
Vimmerby,2016,15636
Vimmerby,2017,15728
Vimmerby,2018,15764
Vimmerby,2019,15647
Vimmerby,2020,15672
Vindeln,1950,10073
Vindeln,1951,10128
Vindeln,1952,10121
Vindeln,1953,10177
Vindeln,1954,10388
Vindeln,1955,10455
Vindeln,1956,10398
Vindeln,1957,10412
Vindeln,1958,10283
Vindeln,1959,10080
Vindeln,1960,9834
Vindeln,1961,9467
Vindeln,1962,9259
Vindeln,1963,9005
Vindeln,1964,8747
Vindeln,1965,8492
Vindeln,1966,8358
Vindeln,1967,8218
Vindeln,1968,7998
Vindeln,1969,7849
Vindeln,1970,7621
Vindeln,1971,7423
Vindeln,1972,7315
Vindeln,1973,7227
Vindeln,1974,7175
Vindeln,1975,7153
Vindeln,1976,7130
Vindeln,1977,7143
Vindeln,1978,7122
Vindeln,1979,7096
Vindeln,1980,7101
Vindeln,1981,7067
Vindeln,1982,6974
Vindeln,1983,6863
Vindeln,1984,6758
Vindeln,1985,6636
Vindeln,1986,6538
Vindeln,1987,6496
Vindeln,1988,6471
Vindeln,1989,6632
Vindeln,1990,6661
Vindeln,1991,6691
Vindeln,1992,6612
Vindeln,1993,6585
Vindeln,1994,6552
Vindeln,1995,6451
Vindeln,1996,6392
Vindeln,1997,6289
Vindeln,1998,6245
Vindeln,1999,6142
Vindeln,2000,6074
Vindeln,2001,6039
Vindeln,2002,5960
Vindeln,2003,5885
Vindeln,2004,5773
Vindeln,2005,5752
Vindeln,2006,5665
Vindeln,2007,5640
Vindeln,2008,5613
Vindeln,2009,5519
Vindeln,2010,5507
Vindeln,2011,5434
Vindeln,2012,5359
Vindeln,2013,5344
Vindeln,2014,5383
Vindeln,2015,5371
Vindeln,2016,5413
Vindeln,2017,5412
Vindeln,2018,5436
Vindeln,2019,5423
Vindeln,2020,5485
Vingåker,1950,10530
Vingåker,1951,10601
Vingåker,1952,10525
Vingåker,1953,10414
Vingåker,1954,10484
Vingåker,1955,10594
Vingåker,1956,10521
Vingåker,1957,10398
Vingåker,1958,10321
Vingåker,1959,10190
Vingåker,1960,10118
Vingåker,1961,9939
Vingåker,1962,9830
Vingåker,1963,9684
Vingåker,1964,9527
Vingåker,1965,9525
Vingåker,1966,9602
Vingåker,1967,9717
Vingåker,1968,9702
Vingåker,1969,9686
Vingåker,1970,9679
Vingåker,1971,9578
Vingåker,1972,9499
Vingåker,1973,9558
Vingåker,1974,9528
Vingåker,1975,9519
Vingåker,1976,9694
Vingåker,1977,9750
Vingåker,1978,9728
Vingåker,1979,9714
Vingåker,1980,9750
Vingåker,1981,9768
Vingåker,1982,9781
Vingåker,1983,9778
Vingåker,1984,9744
Vingåker,1985,9721
Vingåker,1986,9707
Vingåker,1987,9772
Vingåker,1988,9800
Vingåker,1989,9823
Vingåker,1990,9937
Vingåker,1991,9973
Vingåker,1992,9966
Vingåker,1993,9943
Vingåker,1994,9983
Vingåker,1995,9862
Vingåker,1996,9745
Vingåker,1997,9697
Vingåker,1998,9542
Vingåker,1999,9335
Vingåker,2000,9186
Vingåker,2001,9156
Vingåker,2002,9181
Vingåker,2003,9179
Vingåker,2004,9178
Vingåker,2005,9269
Vingåker,2006,9212
Vingåker,2007,9082
Vingåker,2008,9000
Vingåker,2009,8911
Vingåker,2010,8893
Vingåker,2011,8824
Vingåker,2012,8775
Vingåker,2013,8835
Vingåker,2014,8919
Vingåker,2015,8953
Vingåker,2016,9099
Vingåker,2017,9180
Vingåker,2018,9136
Vingåker,2019,9111
Vingåker,2020,9144
Vårgårda,1950,8182
Vårgårda,1951,8252
Vårgårda,1952,8252
Vårgårda,1953,8244
Vårgårda,1954,8151
Vårgårda,1955,8123
Vårgårda,1956,8074
Vårgårda,1957,8012
Vårgårda,1958,8014
Vårgårda,1959,7996
Vårgårda,1960,7936
Vårgårda,1961,7886
Vårgårda,1962,7802
Vårgårda,1963,7786
Vårgårda,1964,7806
Vårgårda,1965,7886
Vårgårda,1966,7828
Vårgårda,1967,7796
Vårgårda,1968,7744
Vårgårda,1969,7791
Vårgårda,1970,7809
Vårgårda,1971,7845
Vårgårda,1972,7907
Vårgårda,1973,8003
Vårgårda,1974,8178
Vårgårda,1975,8370
Vårgårda,1976,8570
Vårgårda,1977,8744
Vårgårda,1978,8931
Vårgårda,1979,9124
Vårgårda,1980,9256
Vårgårda,1981,9377
Vårgårda,1982,9403
Vårgårda,1983,9456
Vårgårda,1984,9459
Vårgårda,1985,9481
Vårgårda,1986,9497
Vårgårda,1987,9619
Vårgårda,1988,9759
Vårgårda,1989,9889
Vårgårda,1990,10147
Vårgårda,1991,10354
Vårgårda,1992,10468
Vårgårda,1993,10574
Vårgårda,1994,10631
Vårgårda,1995,10730
Vårgårda,1996,10706
Vårgårda,1997,10724
Vårgårda,1998,10705
Vårgårda,1999,10736
Vårgårda,2000,10714
Vårgårda,2001,10677
Vårgårda,2002,10668
Vårgårda,2003,10692
Vårgårda,2004,10680
Vårgårda,2005,10756
Vårgårda,2006,10896
Vårgårda,2007,10988
Vårgårda,2008,10976
Vårgårda,2009,10967
Vårgårda,2010,10943
Vårgårda,2011,10994
Vårgårda,2012,11030
Vårgårda,2013,11065
Vårgårda,2014,11089
Vårgårda,2015,11165
Vårgårda,2016,11295
Vårgårda,2017,11490
Vårgårda,2018,11658
Vårgårda,2019,11810
Vårgårda,2020,11946
Vänersborg,1950,28786
Vänersborg,1951,29032
Vänersborg,1952,29268
Vänersborg,1953,29427
Vänersborg,1954,29459
Vänersborg,1955,29755
Vänersborg,1956,29937
Vänersborg,1957,30362
Vänersborg,1958,30624
Vänersborg,1959,30530
Vänersborg,1960,30661
Vänersborg,1961,30776
Vänersborg,1962,30906
Vänersborg,1963,31212
Vänersborg,1964,31339
Vänersborg,1965,31464
Vänersborg,1966,31570
Vänersborg,1967,31720
Vänersborg,1968,31938
Vänersborg,1969,32033
Vänersborg,1970,32531
Vänersborg,1971,32555
Vänersborg,1972,33036
Vänersborg,1973,33772
Vänersborg,1974,34394
Vänersborg,1975,34365
Vänersborg,1976,34458
Vänersborg,1977,34572
Vänersborg,1978,34697
Vänersborg,1979,34613
Vänersborg,1980,34574
Vänersborg,1981,34767
Vänersborg,1982,34966
Vänersborg,1983,35246
Vänersborg,1984,35540
Vänersborg,1985,35702
Vänersborg,1986,35804
Vänersborg,1987,35948
Vänersborg,1988,36151
Vänersborg,1989,36507
Vänersborg,1990,36628
Vänersborg,1991,36734
Vänersborg,1992,36452
Vänersborg,1993,36463
Vänersborg,1994,36691
Vänersborg,1995,36477
Vänersborg,1996,36251
Vänersborg,1997,36291
Vänersborg,1998,36486
Vänersborg,1999,36605
Vänersborg,2000,36589
Vänersborg,2001,36795
Vänersborg,2002,37025
Vänersborg,2003,37101
Vänersborg,2004,37105
Vänersborg,2005,36951
Vänersborg,2006,37023
Vänersborg,2007,36939
Vänersborg,2008,36991
Vänersborg,2009,36871
Vänersborg,2010,36857
Vänersborg,2011,36962
Vänersborg,2012,36968
Vänersborg,2013,37369
Vänersborg,2014,37890
Vänersborg,2015,38381
Vänersborg,2016,38955
Vänersborg,2017,39151
Vänersborg,2018,39411
Vänersborg,2019,39591
Vänersborg,2020,39624
Vännäs,1950,8170
Vännäs,1951,8272
Vännäs,1952,8427
Vännäs,1953,8643
Vännäs,1954,8820
Vännäs,1955,8795
Vännäs,1956,8907
Vännäs,1957,8883
Vännäs,1958,8897
Vännäs,1959,8683
Vännäs,1960,8694
Vännäs,1961,8628
Vännäs,1962,8461
Vännäs,1963,8364
Vännäs,1964,8111
Vännäs,1965,8075
Vännäs,1966,8101
Vännäs,1967,8172
Vännäs,1968,8228
Vännäs,1969,8197
Vännäs,1970,8166
Vännäs,1971,8101
Vännäs,1972,8071
Vännäs,1973,7953
Vännäs,1974,7936
Vännäs,1975,7870
Vännäs,1976,7876
Vännäs,1977,7905
Vännäs,1978,7970
Vännäs,1979,8013
Vännäs,1980,8093
Vännäs,1981,8152
Vännäs,1982,8152
Vännäs,1983,8119
Vännäs,1984,8102
Vännäs,1985,8117
Vännäs,1986,8123
Vännäs,1987,8165
Vännäs,1988,8266
Vännäs,1989,8325
Vännäs,1990,8410
Vännäs,1991,8611
Vännäs,1992,8767
Vännäs,1993,8749
Vännäs,1994,8846
Vännäs,1995,8780
Vännäs,1996,8636
Vännäs,1997,8667
Vännäs,1998,8574
Vännäs,1999,8584
Vännäs,2000,8532
Vännäs,2001,8449
Vännäs,2002,8479
Vännäs,2003,8513
Vännäs,2004,8525
Vännäs,2005,8412
Vännäs,2006,8436
Vännäs,2007,8351
Vännäs,2008,8357
Vännäs,2009,8357
Vännäs,2010,8414
Vännäs,2011,8465
Vännäs,2012,8522
Vännäs,2013,8583
Vännäs,2014,8616
Vännäs,2015,8593
Vännäs,2016,8695
Vännäs,2017,8776
Vännäs,2018,8785
Vännäs,2019,8872
Vännäs,2020,8997
Värmdö,1950,8212
Värmdö,1951,8179
Värmdö,1952,8220
Värmdö,1953,8138
Värmdö,1954,8177
Värmdö,1955,8216
Värmdö,1956,8340
Värmdö,1957,8538
Värmdö,1958,8718
Värmdö,1959,8630
Värmdö,1960,8645
Värmdö,1961,8899
Värmdö,1962,9186
Värmdö,1963,9375
Värmdö,1964,9786
Värmdö,1965,10108
Värmdö,1966,10299
Värmdö,1967,10636
Värmdö,1968,11154
Värmdö,1969,11949
Värmdö,1970,12882
Värmdö,1971,13367
Värmdö,1972,13912
Värmdö,1973,14534
Värmdö,1974,15434
Värmdö,1975,16050
Värmdö,1976,16577
Värmdö,1977,16905
Värmdö,1978,17300
Värmdö,1979,17607
Värmdö,1980,17846
Värmdö,1981,18093
Värmdö,1982,18265
Värmdö,1983,18500
Värmdö,1984,18719
Värmdö,1985,19173
Värmdö,1986,19582
Värmdö,1987,20169
Värmdö,1988,20660
Värmdö,1989,21210
Värmdö,1990,22067
Värmdö,1991,23064
Värmdö,1992,24391
Värmdö,1993,25193
Värmdö,1994,25949
Värmdö,1995,26548
Värmdö,1996,27318
Värmdö,1997,28378
Värmdö,1998,29396
Värmdö,1999,30319
Värmdö,2000,31260
Värmdö,2001,32096
Värmdö,2002,32664
Värmdö,2003,33134
Värmdö,2004,34029
Värmdö,2005,34933
Värmdö,2006,35803
Värmdö,2007,36870
Värmdö,2008,37376
Värmdö,2009,37756
Värmdö,2010,38301
Värmdö,2011,38894
Värmdö,2012,39387
Värmdö,2013,39784
Värmdö,2014,40541
Värmdö,2015,41107
Värmdö,2016,42000
Värmdö,2017,43444
Värmdö,2018,44397
Värmdö,2019,45000
Värmdö,2020,45566
Värnamo,1950,23599
Värnamo,1951,24273
Värnamo,1952,24367
Värnamo,1953,24434
Värnamo,1954,24661
Värnamo,1955,24927
Värnamo,1956,24948
Värnamo,1957,25117
Värnamo,1958,25320
Värnamo,1959,25565
Värnamo,1960,25857
Värnamo,1961,26036
Värnamo,1962,26305
Värnamo,1963,26712
Värnamo,1964,27246
Värnamo,1965,27734
Värnamo,1966,28083
Värnamo,1967,28335
Värnamo,1968,28655
Värnamo,1969,29003
Värnamo,1970,29361
Värnamo,1971,29468
Värnamo,1972,29659
Värnamo,1973,29646
Värnamo,1974,29848
Värnamo,1975,30072
Värnamo,1976,30094
Värnamo,1977,30075
Värnamo,1978,29962
Värnamo,1979,30156
Värnamo,1980,30342
Värnamo,1981,30364
Värnamo,1982,30410
Värnamo,1983,30453
Värnamo,1984,30495
Värnamo,1985,30668
Värnamo,1986,30737
Värnamo,1987,30894
Värnamo,1988,31040
Värnamo,1989,31278
Värnamo,1990,31315
Värnamo,1991,31314
Värnamo,1992,31376
Värnamo,1993,31533
Värnamo,1994,31600
Värnamo,1995,31582
Värnamo,1996,31544
Värnamo,1997,31668
Värnamo,1998,31983
Värnamo,1999,31970
Värnamo,2000,32256
Värnamo,2001,32275
Värnamo,2002,32252
Värnamo,2003,32350
Värnamo,2004,32464
Värnamo,2005,32700
Värnamo,2006,32841
Värnamo,2007,32930
Värnamo,2008,32823
Värnamo,2009,32753
Värnamo,2010,32833
Värnamo,2011,32934
Värnamo,2012,33012
Värnamo,2013,33155
Värnamo,2014,33334
Värnamo,2015,33473
Värnamo,2016,33906
Värnamo,2017,34206
Värnamo,2018,34428
Värnamo,2019,34560
Värnamo,2020,34530
Västervik,1950,42177
Västervik,1951,42662
Västervik,1952,42798
Västervik,1953,42569
Västervik,1954,42523
Västervik,1955,42583
Västervik,1956,42697
Västervik,1957,42804
Västervik,1958,42774
Västervik,1959,42724
Västervik,1960,42562
Västervik,1961,42526
Västervik,1962,42389
Västervik,1963,42118
Västervik,1964,41879
Västervik,1965,42038
Västervik,1966,41896
Västervik,1967,41859
Västervik,1968,42085
Västervik,1969,42560
Västervik,1970,42312
Västervik,1971,42015
Västervik,1972,42049
Västervik,1973,41941
Västervik,1974,41884
Västervik,1975,41702
Västervik,1976,41681
Västervik,1977,41437
Västervik,1978,41238
Västervik,1979,41303
Västervik,1980,41263
Västervik,1981,40980
Västervik,1982,40906
Västervik,1983,40671
Västervik,1984,40395
Västervik,1985,39975
Västervik,1986,39752
Västervik,1987,39558
Västervik,1988,39522
Västervik,1989,39602
Västervik,1990,39908
Västervik,1991,39791
Västervik,1992,39731
Västervik,1993,39710
Västervik,1994,39770
Västervik,1995,39579
Västervik,1996,39256
Västervik,1997,38885
Västervik,1998,38359
Västervik,1999,37930
Västervik,2000,37433
Västervik,2001,36956
Västervik,2002,36913
Västervik,2003,36768
Västervik,2004,36566
Västervik,2005,36505
Västervik,2006,36400
Västervik,2007,36458
Västervik,2008,36356
Västervik,2009,36290
Västervik,2010,36206
Västervik,2011,36015
Västervik,2012,35892
Västervik,2013,35867
Västervik,2014,35920
Västervik,2015,36049
Västervik,2016,36438
Västervik,2017,36551
Västervik,2018,36680
Västervik,2019,36679
Västervik,2020,36655
Västerås,1950,73729
Västerås,1951,75622
Västerås,1952,77063
Västerås,1953,78014
Västerås,1954,79321
Västerås,1955,81654
Västerås,1956,84533
Västerås,1957,86510
Västerås,1958,88260
Västerås,1959,89611
Västerås,1960,91899
Västerås,1961,93487
Västerås,1962,94900
Västerås,1963,97308
Västerås,1964,100377
Västerås,1965,104497
Västerås,1966,107920
Västerås,1967,109514
Västerås,1968,111647
Västerås,1969,114188
Västerås,1970,116725
Västerås,1971,118234
Västerås,1972,118101
Västerås,1973,117936
Västerås,1974,118044
Västerås,1975,117911
Västerås,1976,118055
Västerås,1977,118141
Västerås,1978,117599
Västerås,1979,117257
Västerås,1980,117487
Västerås,1981,117408
Västerås,1982,117793
Västerås,1983,117954
Västerås,1984,117658
Västerås,1985,117706
Västerås,1986,117732
Västerås,1987,117563
Västerås,1988,117717
Västerås,1989,118386
Västerås,1990,119761
Västerås,1991,120354
Västerås,1992,120889
Västerås,1993,121593
Västerås,1994,122998
Västerås,1995,123728
Västerås,1996,124084
Västerås,1997,124119
Västerås,1998,124780
Västerås,1999,125433
Västerås,2000,126328
Västerås,2001,127799
Västerås,2002,128902
Västerås,2003,129987
Västerås,2004,131014
Västerås,2005,131934
Västerås,2006,132920
Västerås,2007,133728
Västerås,2008,134684
Västerås,2009,135936
Västerås,2010,137207
Västerås,2011,138709
Västerås,2012,140499
Västerås,2013,142131
Västerås,2014,143702
Västerås,2015,145218
Västerås,2016,147420
Västerås,2017,150134
Västerås,2018,152078
Västerås,2019,154049
Västerås,2020,155551
Växjö,1950,43516
Växjö,1951,44059
Växjö,1952,44374
Växjö,1953,44741
Växjö,1954,44849
Växjö,1955,45237
Växjö,1956,45355
Växjö,1957,45492
Växjö,1958,45831
Växjö,1959,46092
Växjö,1960,46344
Växjö,1961,47045
Växjö,1962,47785
Växjö,1963,48709
Växjö,1964,50335
Växjö,1965,52044
Växjö,1966,53594
Växjö,1967,54505
Växjö,1968,56004
Växjö,1969,57650
Växjö,1970,59019
Växjö,1971,60156
Växjö,1972,60875
Växjö,1973,61209
Växjö,1974,61707
Växjö,1975,62048
Växjö,1976,62537
Växjö,1977,63045
Växjö,1978,63340
Växjö,1979,63763
Växjö,1980,64661
Växjö,1981,65072
Växjö,1982,65450
Växjö,1983,65859
Växjö,1984,66173
Växjö,1985,66554
Växjö,1986,66925
Växjö,1987,67350
Växjö,1988,68499
Växjö,1989,68849
Växjö,1990,69547
Växjö,1991,70067
Växjö,1992,70704
Växjö,1993,71396
Växjö,1994,72432
Växjö,1995,72767
Växjö,1996,73089
Växjö,1997,73436
Växjö,1998,73698
Växjö,1999,73770
Växjö,2000,73901
Växjö,2001,74082
Växjö,2002,75036
Växjö,2003,75848
Växjö,2004,76755
Växjö,2005,77363
Växjö,2006,78473
Växjö,2007,79562
Växjö,2008,81074
Växjö,2009,82023
Växjö,2010,83005
Växjö,2011,83710
Växjö,2012,84800
Växjö,2013,85822
Växjö,2014,86970
Växjö,2015,88108
Växjö,2016,89500
Växjö,2017,91060
Växjö,2018,92567
Växjö,2019,94129
Växjö,2020,94859
Ydre,1950,6210
Ydre,1951,6151
Ydre,1952,6139
Ydre,1953,6040
Ydre,1954,5979
Ydre,1955,5930
Ydre,1956,5872
Ydre,1957,5820
Ydre,1958,5768
Ydre,1959,5640
Ydre,1960,5506
Ydre,1961,5404
Ydre,1962,5278
Ydre,1963,5102
Ydre,1964,4937
Ydre,1965,4879
Ydre,1966,4795
Ydre,1967,4718
Ydre,1968,4550
Ydre,1969,4481
Ydre,1970,4363
Ydre,1971,4307
Ydre,1972,4233
Ydre,1973,4189
Ydre,1974,4213
Ydre,1975,4297
Ydre,1976,4294
Ydre,1977,4289
Ydre,1978,4282
Ydre,1979,4315
Ydre,1980,4362
Ydre,1981,4396
Ydre,1982,4410
Ydre,1983,4363
Ydre,1984,4373
Ydre,1985,4330
Ydre,1986,4304
Ydre,1987,4272
Ydre,1988,4252
Ydre,1989,4280
Ydre,1990,4333
Ydre,1991,4338
Ydre,1992,4338
Ydre,1993,4308
Ydre,1994,4291
Ydre,1995,4276
Ydre,1996,4255
Ydre,1997,4223
Ydre,1998,4178
Ydre,1999,4152
Ydre,2000,4131
Ydre,2001,4048
Ydre,2002,4004
Ydre,2003,3943
Ydre,2004,3894
Ydre,2005,3866
Ydre,2006,3822
Ydre,2007,3760
Ydre,2008,3726
Ydre,2009,3672
Ydre,2010,3672
Ydre,2011,3666
Ydre,2012,3612
Ydre,2013,3617
Ydre,2014,3660
Ydre,2015,3658
Ydre,2016,3675
Ydre,2017,3733
Ydre,2018,3743
Ydre,2019,3747
Ydre,2020,3726
Ystad,1950,27197
Ystad,1951,27218
Ystad,1952,27168
Ystad,1953,27212
Ystad,1954,26970
Ystad,1955,26869
Ystad,1956,26611
Ystad,1957,26490
Ystad,1958,26297
Ystad,1959,26006
Ystad,1960,25735
Ystad,1961,25355
Ystad,1962,25089
Ystad,1963,24823
Ystad,1964,24900
Ystad,1965,24746
Ystad,1966,24644
Ystad,1967,24459
Ystad,1968,24141
Ystad,1969,24152
Ystad,1970,24039
Ystad,1971,23888
Ystad,1972,23882
Ystad,1973,23831
Ystad,1974,23792
Ystad,1975,23693
Ystad,1976,23723
Ystad,1977,23789
Ystad,1978,23862
Ystad,1979,23883
Ystad,1980,23773
Ystad,1981,23822
Ystad,1982,23994
Ystad,1983,23901
Ystad,1984,23910
Ystad,1985,23900
Ystad,1986,24028
Ystad,1987,24186
Ystad,1988,24484
Ystad,1989,24761
Ystad,1990,24999
Ystad,1991,25259
Ystad,1992,25457
Ystad,1993,25648
Ystad,1994,25699
Ystad,1995,25752
Ystad,1996,25949
Ystad,1997,25835
Ystad,1998,26058
Ystad,1999,26185
Ystad,2000,26182
Ystad,2001,26235
Ystad,2002,26383
Ystad,2003,26655
Ystad,2004,26898
Ystad,2005,27120
Ystad,2006,27398
Ystad,2007,27719
Ystad,2008,27870
Ystad,2009,28109
Ystad,2010,28338
Ystad,2011,28427
Ystad,2012,28558
Ystad,2013,28623
Ystad,2014,28771
Ystad,2015,28985
Ystad,2016,29448
Ystad,2017,29848
Ystad,2018,30226
Ystad,2019,30541
Ystad,2020,30970
Åmål,1950,13840
Åmål,1951,13925
Åmål,1952,14065
Åmål,1953,14125
Åmål,1954,14130
Åmål,1955,14015
Åmål,1956,14037
Åmål,1957,14130
Åmål,1958,14085
Åmål,1959,14085
Åmål,1960,14038
Åmål,1961,14143
Åmål,1962,14012
Åmål,1963,13938
Åmål,1964,13960
Åmål,1965,13788
Åmål,1966,13707
Åmål,1967,13585
Åmål,1968,13320
Åmål,1969,13356
Åmål,1970,13437
Åmål,1971,13392
Åmål,1972,13264
Åmål,1973,13280
Åmål,1974,13289
Åmål,1975,13349
Åmål,1976,13380
Åmål,1977,13381
Åmål,1978,13499
Åmål,1979,13540
Åmål,1980,13564
Åmål,1981,13438
Åmål,1982,13408
Åmål,1983,13313
Åmål,1984,13267
Åmål,1985,13215
Åmål,1986,13129
Åmål,1987,13075
Åmål,1988,13130
Åmål,1989,13281
Åmål,1990,13421
Åmål,1991,13466
Åmål,1992,13388
Åmål,1993,13346
Åmål,1994,13378
Åmål,1995,13385
Åmål,1996,13263
Åmål,1997,13103
Åmål,1998,13041
Åmål,1999,12908
Åmål,2000,12840
Åmål,2001,12770
