Hemmalag,Bortalag,Hemmamål,Bortamål,Publik,Domare,Arena,Datum,Säsong
Hallstahammar,Sleipner,2,2,4000,Hjalmar Schager,NA,1938-10-30,1938_1939
Gårda,Helsingborg,2,2,8666,Carl-Gustav Carlsson,NA,1938-10-30,1938_1939
Degerfors,Örgryte,4,3,6606,Erik Granqvist,NA,1938-10-30,1938_1939
Brage,Malmö FF,0,1,4097,John Andersson,NA,1938-10-30,1938_1939
AIK,Landskrona,7,0,14066,Erik Björk,NA,1938-10-30,1938_1939
Örgryte,Brage,3,3,5325,Verner Johansson,NA,1938-11-06,1938_1939
Sleipner,Degerfors,2,4,8261,Vilhelm Berndtsson,NA,1938-11-06,1938_1939
Malmö FF,Sandvikens IF,1,1,6242,Erik Skoogh,NA,1938-11-06,1938_1939
Landskrona,AIK,0,4,1736,Erik Fast,NA,1938-11-06,1938_1939
Elfsborg,Helsingborg,3,2,5580,Ivar Gustafsson,NA,1938-11-06,1938_1939
Sleipner,Hallstahammar,4,2,4143,Rudolf Eklöw,NA,1938-11-13,1938_1939
Sandvikens IF,Brage,1,0,4801,Wilhelm Svensson,NA,1938-11-13,1938_1939
Gårda,AIK,0,1,12345,Torsten Carlsson,NA,1938-11-13,1938_1939
Malmö FF,Gårda,1,1,7846,Sölve Flisberg,NA,1938-11-20,1938_1939
Malmö FF,Helsingborg,3,0,8554,Ivan Eklind,NA,1939-04-02,1938_1939
Örgryte,Landskrona,2,0,5664,Erik Fast,NA,1939-04-02,1938_1939
Sleipner,Landskrona,1,1,6628,Ivar Gustafsson,NA,1939-04-10,1938_1939
Helsingborg,Sandvikens IF,0,1,5327,Torsten Carlsson,NA,1939-04-10,1938_1939
Gårda,Degerfors,2,1,6511,Erik Malmström,NA,1939-04-10,1938_1939
Elfsborg,Brage,4,1,6417,Vilhelm Berndtsson,NA,1939-04-10,1938_1939
Sleipner,Helsingborg,0,0,6057,Ragnar Ericsson,NA,1939-04-16,1938_1939
Malmö FF,Elfsborg,0,0,11264,Rudolf Eklöw,NA,1939-04-16,1938_1939
Landskrona,Degerfors,2,0,2524,Erik Skoogh,NA,1939-04-16,1938_1939
Hallstahammar,Sandvikens IF,2,1,3500,Wilhelm Svensson,NA,1939-04-16,1938_1939
AIK,Örgryte,4,3,11542,Erik Granqvist,NA,1939-04-16,1938_1939
Sandvikens IF,AIK,2,0,2650,Vilhelm Berndtsson,NA,1939-04-23,1938_1939
Landskrona,Malmö FF,0,0,3614,Erik Björk,NA,1939-04-23,1938_1939
Helsingborg,Örgryte,5,0,4129,Sölve Flisberg,NA,1939-04-23,1938_1939
Hallstahammar,Elfsborg,1,7,5515,Hilmer Österqvist,NA,1939-04-23,1938_1939
Degerfors,Gårda,1,2,4500,Erik Jansson,NA,1939-04-23,1938_1939
Örgryte,Gårda,0,0,5304,Ragnar Ericsson,NA,1939-04-26,1938_1939
Örgryte,Hallstahammar,2,0,7986,Ivan Eklind,NA,1939-04-30,1938_1939
AIK,Brage,0,0,20212,Kurt Jalmarsson,NA,1939-04-30,1938_1939
Sandvikens IF,Sleipner,3,1,3579,Ernst Hansson,NA,1939-04-30,1938_1939
Malmö FF,Degerfors,2,0,9140,Erik Fast,NA,1939-04-30,1938_1939
Sleipner,AIK,2,1,9358,Erik Jansson,NA,1939-05-07,1938_1939
Hallstahammar,Degerfors,1,2,3700,Rudolf Eklöw,NA,1939-05-07,1938_1939
Gårda,Landskrona,1,2,4473,Erik Granqvist,NA,1939-05-07,1938_1939
Elfsborg,Sandvikens IF,2,1,8074,Erik Malmström,NA,1939-05-07,1938_1939
Brage,Helsingborg,1,2,5000,Ivar Gustafsson,NA,1939-05-07,1938_1939
Brage,Sandvikens IF,3,1,4500,Ragnar Bäckström,NA,1939-05-12,1938_1939
AIK,Malmö FF,2,0,9796,Sölve Flisberg,NA,1939-05-14,1938_1939
Gårda,Brage,2,2,7034,Wilhelm Svensson,NA,1939-05-14,1938_1939
Helsingborg,Hallstahammar,2,0,7646,Vilhelm Berndtsson,NA,1939-05-14,1938_1939
Elfsborg,Sleipner,3,3,5701,Verner Johansson,NA,1939-05-14,1938_1939
Landskrona,Örgryte,3,2,2997,Torsten Carlsson,NA,1939-05-18,1938_1939
Gårda,Elfsborg,0,5,3773,Erik Skoogh,NA,1939-05-18,1938_1939
Brage,Sleipner,3,2,4494,Werner Andersson,NA,1939-05-18,1938_1939
Hallstahammar,Malmö FF,1,1,958,Ernst Hansson,NA,1939-05-18,1938_1939
Degerfors,AIK,0,4,6880,Ragnar Ericsson,NA,1939-05-18,1938_1939
Örgryte,Helsingborg,2,0,7062,Kurt Jalmarsson,NA,1939-05-21,1938_1939
Sandvikens IF,Gårda,1,4,2173,Hilmer Österqvist,NA,1939-05-21,1938_1939
Malmö FF,Sleipner,2,0,8810,Carl-Gustav Carlsson,NA,1939-05-21,1938_1939
Degerfors,Elfsborg,1,4,7410,Erik Granqvist,NA,1939-05-21,1938_1939
Brage,Landskrona,1,1,6273,Fredrik Grönberg,NA,1939-05-21,1938_1939
AIK,Hallstahammar,2,2,5812,Erik Fast,NA,1939-05-21,1938_1939
Sleipner,Örgryte,3,0,5434,Ivar Gustafsson,NA,1939-05-29,1938_1939
Sandvikens IF,Degerfors,2,1,4463,Wilhelm Svensson,NA,1939-05-29,1938_1939
Helsingborg,Landskrona,0,0,9701,Ivan Eklind,NA,1939-05-29,1938_1939
Gårda,Hallstahammar,3,3,3097,Fredrik Grönberg,NA,1939-05-29,1938_1939
Elfsborg,Malmö FF,1,2,5701,Torsten Carlsson,NA,1939-05-29,1938_1939
Brage,AIK,3,1,11500,Vilhelm Berndtsson,NA,1939-05-29,1938_1939
Örgryte,Sleipner,3,1,6659,Wilhelm Svensson,NA,1939-06-04,1938_1939
Malmö FF,Brage,1,4,10682,Sölve Flisberg,NA,1939-06-04,1938_1939
Landskrona,Elfsborg,3,1,4952,Kurt Jalmarsson,NA,1939-06-04,1938_1939
Hallstahammar,Gårda,1,1,2200,Ragnar Ericsson,NA,1939-06-04,1938_1939
Degerfors,Helsingborg,5,1,6153,Ivan Eklind,NA,1939-06-04,1938_1939
AIK,Sandvikens IF,3,0,6826,Verner Johansson,NA,1939-06-04,1938_1939
Sleipner,Malmö FF,3,2,5176,Ragnar Ericsson,NA,1939-07-26,1939_1940
Helsingborg,Landskrona,3,1,5646,Erik Skoogh,NA,1939-07-26,1939_1940
Gårda,IFK Göteborg,1,2,10897,Verner Johansson,NA,1939-07-26,1939_1940
Elfsborg,Örgryte,3,1,4300,Anders Nilsson,NA,1939-07-26,1939_1940
Brage,Sandvikens IF,5,3,4828,Erik Granqvist,NA,1939-07-26,1939_1940
AIK,Hammarby,2,1,15348,Torsten Carlsson,NA,1939-07-26,1939_1940
Örgryte,Sleipner,4,1,6077,Rudolf Eklöw,NA,1939-07-30,1939_1940
Sandvikens IF,Helsingborg,2,0,2500,Ivar Gustafsson,NA,1939-07-30,1939_1940
Malmö FF,AIK,0,0,9576,Vilhelm Berndtsson,NA,1939-07-30,1939_1940
Landskrona,Gårda,7,1,3046,Carl-Gustav Carlsson,NA,1939-07-30,1939_1940
Hammarby,Elfsborg,1,4,16384,Werner Andersson,NA,1939-07-30,1939_1940
Brage,IFK Göteborg,2,0,5749,Erik Jansson,NA,1939-07-30,1939_1940
Sleipner,Landskrona,3,1,4980,Fredrik Grönberg,NA,1939-08-06,1939_1940
Sandvikens IF,Örgryte,1,1,3292,Ernst Hansson,NA,1939-08-06,1939_1940
IFK Göteborg,Hammarby,6,1,7743,Erik Malmström,NA,1939-08-06,1939_1940
Elfsborg,Brage,8,0,6967,Nils Holm,NA,1939-08-06,1939_1940
AIK,Gårda,2,2,8579,Sölve Flisberg,NA,1939-08-06,1939_1940
Helsingborg,Malmö FF,2,1,4585,Hilmer Österqvist,NA,1939-08-09,1939_1940
Örgryte,IFK Göteborg,1,2,9250,Kurt Jalmarsson,NA,1939-08-11,1939_1940
Malmö FF,Elfsborg,1,4,9492,Wilhelm Svensson,NA,1939-08-13,1939_1940
Landskrona,AIK,3,2,3594,Carl Simonsson,NA,1939-08-13,1939_1940
Hammarby,Sandvikens IF,2,1,11776,Erik Fast,NA,1939-08-13,1939_1940
Gårda,Sleipner,3,0,7206,Ivar Gustafsson,NA,1939-08-13,1939_1940
Brage,Helsingborg,5,1,4130,Ivan Eklind,NA,1939-08-13,1939_1940
Örgryte,Gårda,1,1,5112,Torsten Carlsson,NA,1939-08-18,1939_1940
Sleipner,Brage,1,1,7093,Hilmer Österqvist,NA,1939-08-20,1939_1940
Sandvikens IF,Malmö FF,1,0,2659,Stig Claesson,NA,1939-08-20,1939_1940
Landskrona,Elfsborg,2,2,5423,Rudolf Eklöw,NA,1939-08-20,1939_1940
Helsingborg,Hammarby,5,2,6101,Erik Björk,NA,1939-08-20,1939_1940
IFK Göteborg,AIK,3,2,14298,Ragnar Ericsson,NA,1939-08-20,1939_1940
Malmö FF,IFK Göteborg,1,1,4914,Erik Skoogh,NA,1939-09-03,1939_1940
Helsingborg,Sleipner,4,0,3729,Vilhelm Berndtsson,NA,1939-09-03,1939_1940
Gårda,Landskrona,1,1,3947,Erik Fast,NA,1939-09-03,1939_1940
Elfsborg,Hammarby,2,2,5629,Kurt Jalmarsson,NA,1939-09-03,1939_1940
Brage,Örgryte,2,2,3847,Wilhelm Svensson,NA,1939-09-03,1939_1940
AIK,Sandvikens IF,3,2,5737,Axel Andersson,NA,1939-09-03,1939_1940
Örgryte,Hammarby,1,0,12490,Sölve Flisberg,NA,1939-09-10,1939_1940
Sleipner,Elfsborg,0,5,6172,Ivan Eklind,NA,1939-09-10,1939_1940
Sandvikens IF,Gårda,1,0,2128,Carl Josef Keijser,NA,1939-09-10,1939_1940
Landskrona,Malmö FF,5,2,2994,Yngve Bengtsson,NA,1939-09-10,1939_1940
IFK Göteborg,Brage,2,1,12490,Carl-Gustav Carlsson,NA,1939-09-10,1939_1940
AIK,Helsingborg,0,4,10383,Erik Granqvist,NA,1939-09-10,1939_1940
Örgryte,Landskrona,2,4,5368,Tryggve Eriksson,NA,1939-09-24,1939_1940
Helsingborg,AIK,4,1,6500,Torsten Carlsson,NA,1939-09-24,1939_1940
Hammarby,IFK Göteborg,0,1,10098,Ragnar Ericsson,NA,1939-09-24,1939_1940
Gårda,Sandvikens IF,3,2,5368,Erik Malmström,NA,1939-09-24,1939_1940
Elfsborg,Sleipner,2,2,4510,Rudolf Eklöw,NA,1939-09-24,1939_1940
Brage,Malmö FF,2,1,2960,Werner Andersson,NA,1939-09-24,1939_1940
Sandvikens IF,Hammarby,3,2,1855,Erik Nordgren,NA,1939-10-08,1939_1940
Landskrona,Sleipner,1,1,2314,Ivar Gustafsson,NA,1939-10-08,1939_1940
IFK Göteborg,Helsingborg,2,0,13023,Ivan Eklind,NA,1939-10-08,1939_1940
Brage,Gårda,1,1,2953,Erik Jansson,NA,1939-10-08,1939_1940
AIK,Elfsborg,2,3,10140,Erik Fast,NA,1939-10-08,1939_1940
Sleipner,Sandvikens IF,3,2,3428,Erik Granqvist,NA,1939-10-15,1939_1940
Malmö FF,Brage,0,0,5730,Wilhelm Svensson,NA,1939-10-15,1939_1940
Helsingborg,Örgryte,0,0,3450,Rudolf Eklöw,NA,1939-10-15,1939_1940
Hammarby,Landskrona,3,5,5243,Torsten Carlsson,NA,1939-10-15,1939_1940
Gårda,AIK,1,0,2996,Fredrik Grönberg,NA,1939-10-15,1939_1940
Elfsborg,IFK Göteborg,3,2,9709,Hilmer Österqvist,NA,1939-10-15,1939_1940
Örgryte,Sandvikens IF,0,1,4401,Carl-Gustav Carlsson,NA,1939-10-22,1939_1940
Landskrona,Brage,4,4,2698,Vilhelm Berndtsson,NA,1939-10-22,1939_1940
Elfsborg,Helsingborg,2,1,5836,Sölve Flisberg,NA,1939-10-22,1939_1940
AIK,Sleipner,2,0,6319,Nils Holm,NA,1939-10-22,1939_1940
Örgryte,AIK,2,1,4917,Verner Johansson,NA,1939-10-29,1939_1940
Sandvikens IF,IFK Göteborg,2,1,2467,Ivan Eklind,NA,1939-10-29,1939_1940
Malmö FF,Landskrona,0,0,5555,Erik Fast,NA,1939-10-29,1939_1940
Helsingborg,Gårda,4,2,3473,Kurt Jalmarsson,NA,1939-10-29,1939_1940
Hammarby,Sleipner,0,2,8221,Gunnar Jansson,NA,1939-10-29,1939_1940
Brage,Elfsborg,2,0,8103,Hjalmar Schager,NA,1939-10-29,1939_1940
Sleipner,Helsingborg,1,1,4978,Yngve Bengtsson,NA,1939-11-05,1939_1940
Sandvikens IF,Elfsborg,2,4,3749,Wilhelm Svensson,NA,1939-11-05,1939_1940
Malmö FF,Hammarby,3,1,5440,Vilhelm Berndtsson,NA,1939-11-05,1939_1940
Landskrona,Örgryte,1,1,1817,Ivar Gustafsson,NA,1939-11-05,1939_1940
Gårda,Brage,1,0,6841,Anders Nilsson,NA,1939-11-05,1939_1940
AIK,IFK Göteborg,2,2,6836,Erik Skoogh,NA,1939-11-05,1939_1940
Hammarby,Helsingborg,2,5,5996,Fredrik Grönberg,NA,1939-11-12,1939_1940
IFK Göteborg,Malmö FF,1,0,6799,Erik Granqvist,NA,1939-11-12,1939_1940
Elfsborg,Landskrona,7,0,3858,Ragnar Ericsson,NA,1939-11-12,1939_1940
Gårda,Örgryte,1,1,2566,Sölve Flisberg,NA,1939-11-19,1939_1940
Malmö FF,Sleipner,4,1,6410,Nils Holm,NA,1940-04-07,1939_1940
Landskrona,Hammarby,2,0,2176,Kurt Jalmarsson,NA,1940-04-07,1939_1940
IFK Göteborg,Sandvikens IF,1,3,5760,Sölve Flisberg,NA,1940-04-07,1939_1940
Landskrona,Sandvikens IF,2,1,1375,Erik Granqvist,NA,1940-04-21,1939_1940
Hammarby,Brage,0,2,6237,Erik Fast,NA,1940-04-21,1939_1940
Gårda,Helsingborg,2,2,2513,Wilhelm Svensson,NA,1940-04-21,1939_1940
Sleipner,AIK,4,3,2931,Verner Johansson,NA,1940-04-21,1939_1940
Malmö FF,Örgryte,0,0,3334,Carl-Gustav Carlsson,NA,1940-04-21,1939_1940
IFK Göteborg,Gårda,1,0,3169,Ragnar Ericsson,NA,1940-04-26,1939_1940
Sandvikens IF,Landskrona,3,0,1271,Hilmer Österqvist,NA,1940-04-28,1939_1940
Malmö FF,Helsingborg,2,1,4526,Torsten Carlsson,NA,1940-04-28,1939_1940
Brage,Sleipner,3,0,3067,Ivan Eklind,NA,1940-04-28,1939_1940
Gårda,Elfsborg,2,1,5289,Anders Nilsson,NA,1940-04-28,1939_1940
AIK,Örgryte,4,2,5995,Sven Persson,NA,1940-04-28,1939_1940
Sleipner,IFK Göteborg,2,0,2667,Erik Granqvist,NA,1940-05-02,1939_1940
Örgryte,Brage,1,3,3151,Rudolf Eklöw,NA,1940-05-02,1939_1940
Helsingborg,Elfsborg,0,2,5231,Ivar Gustafsson,NA,1940-05-02,1939_1940
Sandvikens IF,AIK,0,1,2079,Stig Claesson,NA,1940-05-02,1939_1940
Hammarby,Malmö FF,2,2,4899,Ragnar Ericsson,NA,1940-05-02,1939_1940
Örgryte,Helsingborg,1,3,2882,Kurt Jalmarsson,NA,1940-05-05,1939_1940
Malmö FF,Gårda,0,0,5245,Erik Skoogh,NA,1940-05-05,1939_1940
Elfsborg,Sandvikens IF,1,1,3651,Vilhelm Berndtsson,NA,1940-05-05,1939_1940
Brage,Hammarby,3,2,3186,Sölve Flisberg,NA,1940-05-05,1939_1940
AIK,Landskrona,4,1,6517,Erik Jansson,NA,1940-05-05,1939_1940
Sandvikens IF,Brage,5,1,1634,Ivar Gustafsson,NA,1940-05-09,1939_1940
Hammarby,AIK,0,3,9116,Erik Granqvist,NA,1940-05-10,1939_1940
IFK Göteborg,Örgryte,3,1,3428,Erik Fast,NA,1940-05-10,1939_1940
Sleipner,Gårda,1,1,2785,Hilmer Österqvist,NA,1940-05-13,1939_1940
Landskrona,IFK Göteborg,1,2,2605,Torsten Carlsson,NA,1940-05-13,1939_1940
Helsingborg,Sandvikens IF,4,0,4877,Erik Skoogh,NA,1940-05-13,1939_1940
Hammarby,Örgryte,1,1,3379,Tryggve Eriksson,NA,1940-05-13,1939_1940
Elfsborg,Malmö FF,1,1,2738,Erik Björk,NA,1940-05-13,1939_1940
Brage,AIK,2,1,4699,Werner Andersson,NA,1940-05-13,1939_1940
Sleipner,Örgryte,2,0,2114,Ivar Gustafsson,NA,1940-05-19,1939_1940
Malmö FF,Sandvikens IF,1,2,5750,Anders Nilsson,NA,1940-05-19,1939_1940
Landskrona,Helsingborg,0,1,3170,Vilhelm Berndtsson,NA,1940-05-19,1939_1940
IFK Göteborg,Elfsborg,2,1,10297,Ivan Eklind,NA,1940-05-19,1939_1940
Gårda,Hammarby,2,2,10297,Fredrik Grönberg,NA,1940-05-19,1939_1940
AIK,Brage,1,0,10199,Kurt Jalmarsson,NA,1940-05-19,1939_1940
Gårda,Malmö FF,0,0,2550,Erik Granqvist,NA,1940-05-24,1939_1940
Sleipner,Hammarby,2,3,2596,Axel Andersson,NA,1940-05-24,1939_1940
Elfsborg,Gårda,3,1,3283,Verner Johansson,NA,1940-05-26,1939_1940
IFK Göteborg,Landskrona,6,0,4966,Werner Andersson,NA,1940-05-26,1939_1940
AIK,Malmö FF,0,0,5149,Sölve Flisberg,NA,1940-05-26,1939_1940
Helsingborg,Brage,3,2,6235,Ragnar Ericsson,NA,1940-05-26,1939_1940
IFK Göteborg,Sleipner,7,2,4633,Rudolf Eklöw,NA,1940-05-29,1939_1940
Örgryte,Elfsborg,4,6,6269,Erik Skoogh,NA,1940-05-31,1939_1940
Örgryte,Malmö FF,1,4,3511,Hilmer Österqvist,NA,1940-06-02,1939_1940
Sandvikens IF,Sleipner,0,2,4453,Rudolf Eklöw,NA,1940-06-02,1939_1940
Helsingborg,IFK Göteborg,1,2,9189,Ivan Eklind,NA,1940-06-02,1939_1940
Hammarby,Gårda,7,1,7038,Erik Jansson,NA,1940-06-02,1939_1940
Elfsborg,AIK,2,2,6729,Erik Granqvist,NA,1940-06-02,1939_1940
Brage,Landskrona,1,1,2609,Ernst Hansson,NA,1940-06-02,1939_1940
IFK Norrköping,Elfsborg,2,6,5834,Wilhelm Svensson,NA,1940-08-04,1940_1941
Malmö FF,IFK Göteborg,3,3,8438,Torsten Carlsson,NA,1940-08-04,1940_1941
Landskrona,Brage,2,1,3106,Vilhelm Berndtsson,NA,1940-08-04,1940_1941
Gårda,Sandvikens IF,1,4,2138,Rudolf Eklöw,NA,1940-08-04,1940_1941
Degerfors,Helsingborg,2,1,3200,Nils Holm,NA,1940-08-04,1940_1941
AIK,Sleipner,4,0,6829,Tryggve Eriksson,NA,1940-08-04,1940_1941
Sleipner,IFK Norrköping,2,2,7948,Ivan Eklind,NA,1940-08-09,1940_1941
Sandvikens IF,AIK,1,4,1608,Carl-Erik Nilsson,NA,1940-08-11,1940_1941
Helsingborg,Malmö FF,3,2,4609,Ivar Gustafsson,NA,1940-08-11,1940_1941
IFK Göteborg,Landskrona,3,3,4872,Sölve Flisberg,NA,1940-08-11,1940_1941
Elfsborg,Degerfors,1,3,4041,Yngve Bengtsson,NA,1940-08-11,1940_1941
Brage,Gårda,5,1,1525,Erik Jansson,NA,1940-08-11,1940_1941
IFK Göteborg,Gårda,2,0,4802,Kurt Jalmarsson,NA,1940-08-16,1940_1941
IFK Norrköping,Brage,3,0,4146,Erik Malmström,NA,1940-08-18,1940_1941
Malmö FF,Sleipner,3,0,6946,Erik Skoogh,NA,1940-08-18,1940_1941
Helsingborg,Elfsborg,0,2,5321,Ivan Eklind,NA,1940-08-18,1940_1941
Degerfors,Sandvikens IF,3,0,3500,Enar Anderson,NA,1940-08-18,1940_1941
AIK,Landskrona,3,2,7478,Fredrik Grönberg,NA,1940-08-18,1940_1941
Sleipner,Helsingborg,1,5,5327,Rudolf Eklöw,NA,1940-08-25,1940_1941
Sandvikens IF,Malmö FF,1,1,2500,Stig Claesson,NA,1940-08-25,1940_1941
Landskrona,IFK Norrköping,1,1,2404,Erik Björk,NA,1940-08-25,1940_1941
Gårda,AIK,0,0,5555,Carl-Gustav Carlsson,NA,1940-08-25,1940_1941
Elfsborg,IFK Göteborg,3,1,5744,Erik Granqvist,NA,1940-08-25,1940_1941
Brage,Degerfors,2,2,4763,Hilmer Österqvist,NA,1940-08-25,1940_1941
Sleipner,Brage,1,1,4028,Ivar Gustafsson,NA,1940-09-01,1940_1941
Malmö FF,AIK,3,1,10739,Vilhelm Berndtsson,NA,1940-09-01,1940_1941
Helsingborg,Gårda,1,0,3783,Torsten Carlsson,NA,1940-09-01,1940_1941
IFK Göteborg,Sandvikens IF,2,4,6386,Ivan Eklind,NA,1940-09-01,1940_1941
Elfsborg,Landskrona,2,3,4240,Kurt Jalmarsson,NA,1940-09-01,1940_1941
Degerfors,IFK Norrköping,2,0,2600,Ragnar Ericsson,NA,1940-09-01,1940_1941
IFK Norrköping,AIK,3,3,6199,Nils Holm,NA,1940-09-08,1940_1941
Malmö FF,Landskrona,3,1,7500,Erik Granqvist,NA,1940-09-08,1940_1941
Helsingborg,Brage,3,2,4092,Erik Skoogh,NA,1940-09-08,1940_1941
IFK Göteborg,Sleipner,2,0,4332,Wilhelm Svensson,NA,1940-09-08,1940_1941
Elfsborg,Sandvikens IF,4,1,3518,Anders Nilsson,NA,1940-09-08,1940_1941
Degerfors,Gårda,2,1,2450,Sölve Flisberg,NA,1940-09-08,1940_1941
Sleipner,Elfsborg,1,3,4575,Hilmer Österqvist,NA,1940-09-15,1940_1941
Sandvikens IF,Helsingborg,2,3,2696,Tore Sjöberg,NA,1940-09-15,1940_1941
Landskrona,Degerfors,3,2,3164,Ivan Eklind,NA,1940-09-15,1940_1941
Gårda,IFK Norrköping,0,2,3009,Werner Andersson,NA,1940-09-15,1940_1941
Brage,Malmö FF,2,0,3199,Erik Björk,NA,1940-09-15,1940_1941
AIK,IFK Göteborg,3,0,10808,Verner Johansson,NA,1940-09-15,1940_1941
Sleipner,Sandvikens IF,2,0,2902,Vilhelm Berndtsson,NA,1940-09-22,1940_1941
Malmö FF,Gårda,2,3,7010,Kurt Jalmarsson,NA,1940-09-22,1940_1941
IFK Göteborg,IFK Norrköping,1,3,4278,Fredrik Grönberg,NA,1940-09-22,1940_1941
Degerfors,AIK,1,4,5268,Erik Jansson,NA,1940-09-22,1940_1941
Sandvikens IF,Sleipner,0,1,2431,Stig Claesson,NA,1940-09-29,1940_1941
IFK Norrköping,IFK Göteborg,0,2,5334,Ivar Gustafsson,NA,1940-09-29,1940_1941
Landskrona,Helsingborg,2,2,4417,Ragnar Ericsson,NA,1940-09-29,1940_1941
Gårda,Malmö FF,3,1,2168,Anders Nilsson,NA,1940-09-29,1940_1941
Brage,Elfsborg,2,2,5091,Ivan Eklind,NA,1940-09-29,1940_1941
AIK,Degerfors,1,2,11125,Erik Granqvist,NA,1940-09-29,1940_1941
Sleipner,Landskrona,2,2,2859,Yngve Bengtsson,NA,1940-10-13,1940_1941
Sandvikens IF,Brage,4,2,3186,Hilmer Österqvist,NA,1940-10-13,1940_1941
Malmö FF,IFK Norrköping,3,2,7226,Rudolf Eklöw,NA,1940-10-13,1940_1941
Helsingborg,AIK,3,2,5911,Kurt Jalmarsson,NA,1940-10-13,1940_1941
IFK Göteborg,Degerfors,1,0,13170,Erik Fast,NA,1940-10-13,1940_1941
Elfsborg,Gårda,5,2,4711,Erik Skoogh,NA,1940-10-13,1940_1941
Gårda,Sleipner,2,1,1342,Verner Johansson,NA,1940-10-20,1940_1941
Degerfors,Malmö FF,1,1,2310,Tore Sjöberg,NA,1940-10-20,1940_1941
Brage,IFK Göteborg,2,1,2533,Erik Jansson,NA,1940-10-20,1940_1941
Sleipner,Degerfors,3,3,4366,Ragnar Ericsson,NA,1940-10-27,1940_1941
Sandvikens IF,IFK Norrköping,3,2,2217,Ivan Eklind,NA,1940-10-27,1940_1941
Helsingborg,IFK Göteborg,3,1,5150,Wilhelm Svensson,NA,1940-10-27,1940_1941
Gårda,Landskrona,0,1,3024,Anders Nilsson,NA,1940-10-27,1940_1941
Elfsborg,Malmö FF,2,1,3835,Vilhelm Berndtsson,NA,1940-10-27,1940_1941
Brage,AIK,3,2,6000,Sölve Flisberg,NA,1940-10-27,1940_1941
IFK Norrköping,Sandvikens IF,1,0,2401,Erik Granqvist,NA,1940-11-03,1940_1941
Malmö FF,Elfsborg,1,0,6634,Ivar Gustafsson,NA,1940-11-03,1940_1941
Landskrona,Gårda,1,0,1311,Kurt Jalmarsson,NA,1940-11-03,1940_1941
IFK Göteborg,Helsingborg,1,2,6074,Rudolf Eklöw,NA,1940-11-03,1940_1941
Degerfors,Sleipner,3,1,805,Werner Andersson,NA,1940-11-03,1940_1941
AIK,Brage,3,1,7337,Erik Fast,NA,1940-11-03,1940_1941
IFK Norrköping,Helsingborg,2,0,3654,Hilmer Österqvist,NA,1940-11-10,1940_1941
Landskrona,Sandvikens IF,1,1,1545,Enar Anderson,NA,1940-11-10,1940_1941
AIK,Elfsborg,3,1,4965,Ragnar Ericsson,NA,1940-11-10,1940_1941
Elfsborg,Brage,5,1,2879,Kurt Jalmarsson,NA,1941-04-06,1940_1941
IFK Norrköping,Gårda,5,1,3671,Ragnar Ericsson,NA,1941-04-14,1940_1941
Malmö FF,Brage,2,1,7128,Erik Skoogh,NA,1941-04-14,1940_1941
Helsingborg,Sandvikens IF,4,0,3960,Ivan Eklind,NA,1941-04-14,1940_1941
IFK Göteborg,AIK,2,0,8976,Erik Granqvist,NA,1941-04-14,1940_1941
Elfsborg,Sleipner,2,3,2950,Wilhelm Svensson,NA,1941-04-14,1940_1941
Sleipner,IFK Göteborg,0,7,4248,Tore Sjöberg,NA,1941-04-20,1940_1941
Sandvikens IF,Elfsborg,2,0,2091,Hilmer Österqvist,NA,1941-04-20,1940_1941
Landskrona,Malmö FF,2,0,2630,Vilhelm Berndtsson,NA,1941-04-20,1940_1941
Gårda,Degerfors,4,0,2775,Carl-Gustav Carlsson,NA,1941-04-20,1940_1941
AIK,IFK Norrköping,0,0,9875,Verner Johansson,NA,1941-04-20,1940_1941
Sleipner,AIK,2,3,4562,Erik Jansson,NA,1941-04-27,1940_1941
Sandvikens IF,Gårda,1,1,2236,Wilhelm Svensson,NA,1941-04-27,1940_1941
Helsingborg,Degerfors,0,1,4712,Rudolf Eklöw,NA,1941-04-27,1940_1941
IFK Göteborg,Malmö FF,0,0,7597,Sölve Flisberg,NA,1941-04-27,1940_1941
Elfsborg,IFK Norrköping,3,1,4065,Yngve Bengtsson,NA,1941-04-27,1940_1941
Brage,Landskrona,1,2,2615,Stig Claesson,NA,1941-04-27,1940_1941
IFK Norrköping,Sleipner,2,0,10090,Enar Anderson,NA,1941-05-01,1940_1941
Brage,Helsingborg,0,2,2713,Hilmer Österqvist,NA,1941-05-01,1940_1941
Degerfors,Landskrona,6,0,2800,Erik Granqvist,NA,1941-05-01,1940_1941
Malmö FF,Helsingborg,1,1,7042,Erik Björk,NA,1941-05-04,1940_1941
Landskrona,IFK Göteborg,0,0,2327,Ivar Gustafsson,NA,1941-05-04,1940_1941
Gårda,Brage,3,1,3902,John O. Nilsson,NA,1941-05-04,1940_1941
Degerfors,Elfsborg,1,1,5100,Ragnar Ericsson,NA,1941-05-04,1940_1941
AIK,Sandvikens IF,2,1,9251,Torsten Carlsson,NA,1941-05-04,1940_1941
Gårda,IFK Göteborg,2,2,5974,Fredrik Grönberg,NA,1941-05-09,1940_1941
Sleipner,Malmö FF,1,2,3452,Anders Nilsson,NA,1941-05-11,1940_1941
Sandvikens IF,Degerfors,0,4,2891,Tryggve Eriksson,NA,1941-05-11,1940_1941
Landskrona,AIK,1,1,3807,Kurt Jalmarsson,NA,1941-05-11,1940_1941
