Namn,K,M
Abolfazel,0,5
Abolfazi,0,7
Abolfazl,0,154
Abolgasem,0,3
Abolghasem,0,26
Abolghassem,0,8
Abolhassan,0,7
Abonob,0,2
Aboobakr,0,3
Abood,0,11
Aboozar,0,6
Abotaleb,0,2
Abou,0,19
Abou Bakr,0,2
Aboubacar,0,21
Aboubacarr,0,2
Aboubakar,0,10
Aboubaker,0,14
Aboubakr,0,15
Aboud,0,71
Aboudou,0,2
Aboul,0,2
Aboulfazl,0,7
Aboulghasem,0,4
Abouzar,0,6
Abozar,0,19
Abraam,0,2
Abraao,0,2
Abraha,0,21
Abrahale,0,13
Abrahaley,0,7
Abraham,0,720
Abrahan,0,2
Abraheem,0,3
Abrahem,0,11
Abrahim,0,36
Abrahman,0,2
Abram,0,21
Abramo,0,2
Abrar,113,49
Abreham,0,10
Abrehe,0,4
Abrha,0,5
Abrhale,0,12
Abrhaley,0,4
Abrham,0,64
Abri,0,2
Abrohom,0,2
Abror,0,3
Absalom,0,2
Absame,0,4
Absar,0,2
Abshar,0,2
Absher,0,2
Abshir,0,156
Absi,0,3
Abtin,0,61
Abu,0,142
Abu Baker,0,3
Abu Bakr,0,10
Abubacar,0,6
Abubacarr,0,10
Abu-Bakar,0,9
Abubakar,0,203
Abubakari,0,2
Abubaker,0,51
Abubakir,0,7
Abubakr,0,39
Abu-Bakr,0,3
Abubeker,0,28
Abubekir,0,3
Abud,0,16
Abudi,0,5
Abuelgasim,0,2
Abukar,0,201
Abuker,0,5
Abul,0,46
Abulahi,0,2
Abulfat,0,3
Abulfaz,0,4
Abulfazel,0,7
Abulfazil,0,3
Abulfazl,0,51
Abullfazel,0,3
Abuu,0,2
Abuubakar,0,6
Abuukar,0,23
Abuye,0,2
Abuzar,0,27
Abuzer,0,11
Aby,5,2
Abyan,29,4
Abye,0,2
Abyel,0,3
Abynabi,0,3
Aca,0,15
Acaymo,0,2
Accel,0,2
Ace,6,47
Acha,4,3
Achileas,0,2
Achille,0,15
Achilleas,0,42
Achillefs,0,9
Achilles,0,26
Achilleus,0,2
Achim,0,25
Achin,2,2
Achintya,0,4
Achira,0,2
Achmad,0,4
Achmed,0,2
Achmet,0,3
Achot,0,3
Achour,0,19
Achraf,0,60
Achref,0,7
Achyut,0,5
Achyuth,0,2
Acif,0,2
Ackad,0,2
Acke,0,145
Acki,5,4
Ackim,0,2
Ackis,0,5
Acko,0,2
Aco,0,31
Acram,0,3
Ad,0,2
Ada,773,3
Adaam,0,2
Adad,0,6
Adai,0,10
Adair,0,3
Adal,2,19
Adalat,0,2
Adalbert,0,13
Adalberto,0,13
Adalet,19,2
Adalsteinn,0,5
Adam,27,24406
Ádám,0,46
Adam Ahmad,0,2
Adam Ahmed,0,2
Adama,77,43
Adamantios,0,3
Adamas,0,7
Adam-Mohammed,0,2
Adamo,0,3
Adams,0,13
Adamu,0,3
Adan,12,186
Adán,0,2
Adanan,0,3
Adane,0,12
Adani,0,3
Adao,0,3
Adar,64,72
Adarsh,0,22
Adas,0,14
Adawe,0,3
Aday,0,21
Addam,0,3
Adday,0,4
Adde,2,38
Addel,0,3
Addell,0,2
Addi,3,27
Addie,7,2
Addin,0,3
Addis,11,20
Addisalem,6,2
Addisu,0,7
Addo,0,4
Addy,4,3
Ade,9,14
Adeb,0,4
Adebayo,0,5
Adebowale,0,5
Adedapo,0,2
Adedeji,0,2
Adeeb,0,26
Adeel,2,63
Adefemi,0,2
Adegboyega,0,2
Adei,0,2
Adekunle,0,3
Adel,30,1085
Adelard,0,2
Adelin,15,11
Adelino,0,6
Adelio,0,2
Adell,15,2
Adelmo,0,9
Adem,0,681
Ademar,0,5
Ademir,0,34
Ademola,0,3
Aden,15,170
Adenis,0,2
Adeniyi,0,3
Adeola,4,4
Adérito,0,2
Aderito,0,3
Adesh,0,3
Adeshina,0,4
Adetokunbo,0,4
Adetunji,0,4
Adewale,0,3
Adey,10,2
Adeyemi,0,5
Adham,0,225
Adhana,0,2
Adhanom,2,59
Adharv,0,2
Adhav,0,2
Adhavan,0,3
Adhem,0,7
Adhemar,0,4
Adhid,0,2
Adhir,0,2
Adhith,0,2
Adhrit,0,5
Adhurim,0,22
Adhvik,0,6
Adhyansh,0,2
Adi,4,176
Adian,31,69
Adib,0,137
Adibullah,0,3
Adiel,0,13
Adigüzel,0,2
Adijan,0,15
Adijat,0,2
Adil,2,517
Adilet,0,4
Adilon,0,3
Adils,0,7
Adilson,0,10
Adilzhan,0,4
Adim,0,3
Adimir,0,3
Adin,2,218
Adinarayana,0,2
Adion,0,5
Adip,0,3
Adis,5,435
Adisak,0,16
Adish,0,2
Adison,0,10
Adisorn,0,9
Adisu,0,2
Adit,0,3
Adith,0,3
Adithep,0,3
Adithya,0,18
Aditya,3,94
Adiya,8,4
Adjan,0,2
Adjmal,0,3
Adl,0,2
Adlan,3,16
Adlane,0,2
Adler,0,6
Adli,2,11
Adm,0,6
Admas,2,4
Admasu,0,4
Admer,0,2
Admin,0,3
Admir,0,482
Admiral,0,2
Admon,0,23
Admoon,0,3
Admoun,0,11
Admun,0,2
Adnaan,0,37
Adnan,0,2298
Adnand,0,2
Adnane,0,10
Adnel,0,9
Adnen,0,4
Adni,14,3
Adnin,2,2
Adnon,0,2
Ado,0,17
Adolf,0,153
Adolfas,0,2
Adolfo,0,62
Adolin,0,2
Adolph,0,6
Adolphe,0,8
Adolphus,0,3
Adom,0,2
Adomas,0,30
Adon,0,5
Adonai,0,37
Adonaj,0,2
Adonay,2,103
Adones,0,2
Adonia,7,2
Adonias,0,5
Adonik,0,2
Adonis,0,78
Adonit,0,3
Adoniyas,0,4
Adony,0,2
Ador,0,8
Adorian,0,2
Adoum,0,3
Adow,0,3
Adrahman,0,2
Adrean,0,9
Adreano,0,2
Adrees,0,6
Adri,3,8
Adria,10,8
Adrià,0,3
Adriaan,0,34
Adriam,0,2
Adrían,0,2
Ádrian,0,2
Adrian,30,9868
Adrián,0,49
Adriana,1125,2
Adrian-Alexandru,0,3
Adrian-Cristian,0,3
Adriane,9,2
Adrian-Florin,0,3
Adrian-Ion,0,2
Adrian-Ionel,0,2
Adrian-Marian,0,2
Adrian-Mihai,0,2
Adrian-Mihail,0,2
Adriann,0,3
Adrian-Nicolae,0,2
Adriano,0,235
Adrianos,0,2
Adrian-Radu,0,3
Adrians,0,12
Adrian-Stefan,0,4
Adrianus,0,35
Adriatik,0,27
Adrie,0,2
Adriel,6,52
Adrien,5,80
Adrihan,0,2
Adriian,0,2
Adrijan,0,41
Adrijano,0,6
Adrijus,0,6
Adrik,0,2
Adrin,2,10
Adrion,0,3
Adris,0,13
Adriyan,0,6
Adrjan,0,2
Adryan,0,5
Adryano,0,2
Adson,0,2
Adu,0,2
Adul,0,4
Adulis,2,4
Adun,0,4
Adunwit,0,2
Adus,0,2
Adwait,0,3
Advait,0,14
Advaita,2,2
Advaith,0,18
Advan,0,14
Adwan,0,2
Adwar,0,32
Adward,0,2
Advay,0,5
Adver,0,2
Advik,0,24
Advin,0,8
Adwin,0,2
Advit,0,2
Advith,0,2
Ady,4,2
Adyaan,0,3
Adyan,7,34
Adylzhan,0,3
Aead,0,5
Aed,0,8
Aedan,0,11
Aedin,0,2
Aegir,0,2
Aeham,0,10
Aeid,0,4
Aekkachai,0,3
Aele,0,3
Aemad,0,4
Aeman,6,20
Aemn,0,2
Aemro,0,2
Aeneas,0,18
Aengus,0,3
Aeon,0,2
Aeron,0,2
Aesar,0,3
Aeub,0,2
Aevan,0,3
Ævar,0,4
Afak,3,2
Afan,3,7
Afaq,5,8
Afeef,0,4
Afef,7,2
Afet,6,4
Afewerki,0,33
Afework,0,8
Afeworki,0,8
Affan,0,22
Affe,0,18
Affo,0,2
Afghan,3,3
Afi,5,4
Afif,0,49
Afiz,0,3
Afnan,160,16
Afo,0,2
Afolabi,0,5
Afonso,0,19
Aforki,0,2
Afowerki,0,2
Afra,34,4
Afrah,208,6
Afraha,0,2
Afrahim,0,3
Afram,0,229
Afrasiab,0,3
Afrasyab,0,2
Afraz,0,6
Afrem,0,26
Afrim,0,211
Afro,0,2
Afsar,22,4
Afshar,0,11
Afshin,0,171
Aftab,10,37
Afwerki,0,3
Afzaal,0,8
Afzal,2,30
Aga,3,9
Agah,0,2
Agam,0,8
Agamvir,0,2
Agan,0,16
Aganze,0,2
Agar,3,7
Agard,0,2
Agardh,0,2
Agash,0,2
Agastya,0,4
Agathangelos,0,3
Agathon,0,35
Agatino,0,2
Agaton,0,291
Agazi,0,2
Agbor,2,5
Age,6,20
Agead,0,3
Ageed,0,3
Ageel,0,2
Agel,0,3
Agelos,0,5
Agge,5,16
Aggelos,0,9
Aggrey,0,2
Agha,0,19
Aghashirin,0,2
Aghasi,0,2
Aghead,0,5
Aghiad,0,22
Aghid,0,2
Aghil,0,9
Aghnatios,0,3
Aghyad,0,26
Agi,12,2
Agiad,0,3
Agid,0,26
Agil,0,11
Agim,0,250
Agir,0,3
Agiri,0,2
Agit,0,31
Agjelos,0,2
Agnaldo,0,2
Agnar,0,41
Agne,84,1028
Agnelo,0,3
Agner,0,4
Agnes,15165,2
Agni,14,3
Agnis,3,7
Ago,0,18
Agob,0,7
Agon,0,86
Agonis,0,4
Agop,0,21
Agostin,0,5
Agostinho,0,6
Agostino,0,2
Agoston,0,4
Ágoston,0,3
Agreen,0,2
Agri,0,13
Agrin,9,23
Agripino,0,2
Agris,0,14
Agron,0,227
Agu,0,2
Aguinaldo,0,3
Agung,0,2
Agus,0,7
Agush,0,7
Agust,0,243
Ágúst,0,13
Agustin,0,76
Agustín,0,3
Agvan,0,2
Agyad,0,2
Agzim,0,2
Ah,10,12
Ahaan,0,9
Ahad,9,54
Ahadi,0,2
Ahadu,0,2
Ahadullah,0,2
Ahamad,0,19
Ahamed,0,16
Ahammad,0,3
Ahammed,0,2
Aharon,0,4
Ahasan,0,5
Ahcene,0,2
Ahcéne,0,2
Ahd,14,8
Ahdan,0,2
Ahdrian,0,2
Ahed,52,35
Ahel,0,2
Ahferom,0,8
Ahi,0,2
Ahid,3,3
Ahikar,0,2
Ahil,0,15
Ahilan,0,2
Ahileas,0,4
Ahin,39,4
Ahiyan,0,2
Ahl,0,3
Ahlbin,0,4
Ahle,0,2
Ahlexander,0,2
Ahlfred,0,2
Ahlvar,0,2
Ahlvin,0,2
Ahma,0,3
Ahmaad,0,2
Ahmad,4,9602
Ahmad Adam,0,2
Ahmad Ali,0,2
Ahmad Milad,0,2
Ahmad Siar,0,2
Ahmadey,0,2
Ahmadi,0,10
Ahmadin,0,2
Ahmadjan,0,2
Ahmadou,0,8
Ahmadreza,0,20
Ahmad-Reza,0,3
Ahmadshah,0,13
Ahmadu,0,2
Ahmadullah,0,8
Ahmadzia,0,11
Ahmad-Zia,0,2
Ahmar,0,5
Ahmat,0,8
Ahmd,0,10
Ahmead,0,4
Ahmed,12,8846
Ahmed Abdi,0,3
Ahmed Ali,0,2
Ahmed Hassan,0,2
Ahmed Ibrahim,0,2
Ahmed Khalid,0,2
Ahmed Mohamed,0,6
Ahmed Mohammed,0,3
Ahmed Nur,0,2
Ahmed Said,0,3
Ahmed Yassin,0,3
Ahmedamin,0,2
Ahmeddeeq,0,2
Ahmeddeq,0,2
Ahmed-Deq,0,3
Ahmeddin,0,3
Ahmed-dini,0,2
Ahmedhadi,0,2
Ahmedin,0,26
Ahmednasir,0,3
Ahmednoor,0,2
Ahmednor,0,5
Ahmed-Nor,0,2
Ahmed-Nour,0,3
Ahmednur,0,19
Ahmed-Nur,0,4
Ahmednuur,0,9
Ahmed-Nuur,0,5
Ahmed-Reza,0,2
Ahmedsadaq,0,2
Ahmedshah,0,2
Ahmedshakir,0,2
Ahmedul,0,2
Ahmedullah,0,2
Ahmed-Yasin,0,3
Ahmedyasin,0,2
Ahmedzaki,0,4
Ahmed-Zaki,0,2
Ahmer,0,10
Ahmet,0,937
Ahmet Efe,0,2
Ahmet Emin,0,2
Ahmet Faruk,0,2
Ahmid,0,2
Ahmmad,0,23
Ahmmd,0,2
Ahmmed,0,13
Ahmo,0,12
Ahmod,0,2
Ahnaf,0,14
Aho,6,49
Ahoora,0,3
Ahoura,0,3
Ahri,2,2
Ahron,0,9
Ahrun,0,4
Ahsan,3,76
Ahsanullah,0,7
Ahsen,8,2
Ahssan,0,4
Ahtesham,0,3
Ahti,0,113
Ahtisham,0,3
Ahto,0,9
Ahtsham,0,3
Ahura,0,3
Ahwan,0,3
Ahyan,0,6
Ahzaab,0,4
Ahzab,0,9
Ai,62,3
Aiad,0,19
Aian,3,4
Aias,0,4
Aibek,0,5
Aid,0,37
Aidan,0,134
Aidar,0,3
Aidaros,0,2
Aidarous,0,2
Aidarus,0,8
Aidas,0,33
Aidel,0,3
Aiden,9,296
Aidid,0,5
Aidiid,0,2
Aidin,0,87
Aidl,0,3
Aidn,0,4
Aidrus,0,2
Aidurus,0,2
Aied,0,5
Aigar,0,2
Aigars,0,40
Aigin,0,2
Aihab,0,4
Aiham,0,103
Aihan,4,2
Aijaz,0,4
Aijun,5,2
Aike,0,3
Aiken,0,2
Aiki,3,2
Aiko,24,2
Aili,412,2
Áilo,0,2
Ailo,0,40
Ailon,0,2
Ailton,0,3
Ailu,0,5
Aimable,0,7
Aimad,0,6
Aimal,5,16
Aiman,30,193
Aimar,2,11
Aimé,7,5
Aime,36,19
Aimen,6,54
Aimilios,0,4
Aimn,0,3
Aimo,0,188
Ain,6,31
Ainalem,3,2
Ainan,0,3
Ainanshe,0,3
Ainar,0,2
Ainars,0,13
Aindréas,0,2
Aindrias,0,2
Aine,13,3
Aineias,0,2
Ainis,0,4
Ainiwaer,0,2
Aino,930,2
Ainudin,0,3
Ainärs,0,4
Aion,0,3
Aioub,0,2
Aiping,7,4
Airam,0,2
Airidas,0,15
Airik,0,3
Airikr,0,2
Airo,0,2
Airon,0,4
Aironas,0,11
Aisam,0,2
Aisar,0,9
Aisen,0,2
Aiser,0,3
Aisosa,4,2
Aissa,7,15
Aistis,0,8
Aitor,0,21
Aiub,0,5
Aivan,0,2
Aivar,0,19
Aivaras,0,50
Aivars,0,37
Aiven,0,11
Aivin,0,2
Aiwin,0,2
Aivis,0,17
Aivo,0,10
Aiyad,0,2
Aiyan,0,2
Aizaz,0,2
Ajab,0,5
Ajad,0,8
Ajai,0,2
Ajaj,0,2
Ajan,13,86
Ajanth,0,2
Ajas,0,7
Ajat,21,2
Ajay,0,88
Ajaya,0,2
Ajaykumar,0,3
Ajaz,0,7
Ajdan,0,3
Ajdar,0,5
Ajdin,0,324
Aje,13,10
Ajeel,0,2
Ajeet,0,7
Ajet,0,37
Ajhan,0,9
Aji,46,3
Ajibola,0,4
Ajin,18,4
Ajinkya,0,3
Ajish,0,2
Ajit,2,21
Ajith,0,16
Ajje,0,2
Ajlan,0,15
Ajmal,0,92
Ajman,0,13
Ajmen,0,3
Ajmer,0,2
Ajmir,0,2
Ajne,5,2
Ajnur,12,30
Ajo,0,2
Ajob,0,9
Ajon,0,2
Ajoub,0,5
Ajoy,0,2
Ajredin,0,5
Ajri,0,2
Ajro,0,2
Ajrula,0,3
Ajrus,0,3
Ajrush,0,3
Ajsel,9,2
Aju,0,2
Ajub,0,11
Ajus,0,3
Ajwad,0,3
Ajvan,0,2
Ajvaz,0,3
Ajzer,0,2
Ak,0,3
Aka,0,5
Akad,0,22
Akaki,0,6
Akal,0,2
Akam,0,71
Akan,0,14
Akar,4,52
Akarapong,0,2
Akarsh,0,3
Akash,0,53
Akasha,3,2
Akashdeep,0,2
Akay,0,9
Akbal,12,4
Akbar,0,234
Akbarali,0,2
Akbarjon,0,4
Akber,0,2
Akdas,0,2
Akeal,0,2
Aked,0,4
Akeel,0,24
Akeem,0,14
Akef,0,2
Akel,0,7
Akelom,0,2
Akhere,0,2
Akhil,0,43
Akhilesh,0,12
Akhmad,0,12
Akhmed,0,15
Akhtar,34,30
Akhtaruzzaman,0,2
Akhter,3,3
Akhtiar,0,3
Aki,16,149
Akib,0,5
Akid,0,6
Akiel,0,4
Akif,0,77
Akihiro,0,4
Akiim,0,2
Akija,0,5
Akil,0,80
Akila,22,2
Akilan,0,3
Akiles,0,3
Akilimali,0,2
Akill,0,3
Akillas,0,2
Akilles,0,72
Akillevs,0,2
Akillez,0,2
Akim,0,16
Akin,0,36
Akinkunmi,0,2
Akinola,0,3
Akinori,0,2
Akinwumi,0,2
Akio,0,6
Akira,14,38
Akis,0,9
Akito,0,4
Akitu,0,2
Akiya,0,2
Akkad,0,14
Akke,0,13
Akkhadet,0,3
Akki,5,3
Akli,0,2
Aklil,4,6
Aklilu,0,71
Akm,0,7
Akmal,0,45
Akmaljon,0,3
Ako,0,129
Akob,0,4
Akobir,0,3
Ákos,0,23
Akos,0,24
Akoub,0,3
Akram,132,754
Akrem,0,45
Akrm,0,3
Akrom,0,4
Aksel,3,308
Aksél,0,2
Akseli,0,20
Aksels,0,3
Aksentije,0,2
Akshaj,0,7
Akshansh,0,2
Akshat,0,9
Akshay,0,60
Akshit,0,3
Aksil,0,5
Aksm,0,2
Aksoy,0,2
Aktar,0,2
Akter,4,4
Aktham,0,8
Akthem,0,2
Aku,0,12
Akul,0,3
Akwasi,0,8
Akylas,0,2
Akylbek,0,2
Akå,0,2
Al,15,147
Al Hadi,0,2
Al Hassan,0,4
Al Kasim,0,2
Ala,205,135
Ala',3,2
Alá,0,2
Alaa,1119,1166
Aláa,0,3
Ala'a,13,11
Alaaalddin,0,2
Alaa-Aldeen,0,2
Alaaalden,0,2
Alaa-Aldin,0,2
Alaaddin,0,11
Alaadeen,0,2
Alaadin,0,7
Alaaeddin,0,40
Alaaeldin,0,11
Alaaldeen,0,3
Alaalden,0,3
Alaaldin,0,10
Alaan,0,3
Alaattin,0,7
Alaba,0,2
Alabbas,0,8
Aladar,0,6
Aladdin,0,65
Aladeen,0,2
Aladin,0,65
Aladji,0,2
Alador,0,2
Alae,17,10
Alaeddin,0,23
Alaeddine,0,7
Alaedin,0,3
Alaeldin,0,3
Alaettin,0,6
Alaga,0,5
Alagi,0,3
Alagie,0,35
Alah,0,2
Alai,3,3
Alaiddin,0,5
Alain,0,184
Alaith,0,2
Alajdin,0,6
Alaji,0,2
Alajos,0,3
Alali,0,3
Alam,6,21
Alamagan,0,2
Alamdar,0,3
AlAmeen,0,3
Alameer,0,6
Alamein,0,2
Alamgir,0,13
Alamin,0,47
Al-Amin,0,6
Alamir,0,14
Alamiro,0,2
Alamzeb,0,2
Alan,17,1554
Alanas,0,3
Aland,3,140
Alann,0,2
Alans,0,4
Alaoddin,0,2
Alar,0,27
Alaric,0,2
Alarik,0,16
Alas,0,8
Alasan,3,11
Alasana,0,7
Alasanna,0,2
Alasdair,0,14
Alasgar,0,2
Alasow,0,2
Alassan,0,6
Alassane,0,16
Alastair,0,30
Alattin,0,6
Alauddin,0,4
Alaudin,0,9
Alav,3,4
Alawi,0,14
Alay,0,10
Alayham,0,6
Alaz,3,10
Alazar,0,45
Albab,0,2
Albair,0,2
Alban,0,250
Albanit,0,2
Albano,0,6
Albanor,0,2
Albara,0,4
Albaraa,2,31
Al-Baraa,0,2
Albaro,0,2
Albasheq,0,2
Albashir,0,3
Albatrit,0,7
Albe,0,2
Albeer,0,4
Albehar,0,2
Albeir,0,2
Albelon,0,2
Albenit,0,3
Alber,0,55
Alberic,0,2
Alberico,0,3
Albert,0,3282
Albertas,0,18
Alberth,0,16
Albertino,0,6
Alberto,0,482
Alberts,0,4
Albertus,0,18
Albes,0,6
Albi,0,23
Albian,0,9
Albie,0,4
Albijan,0,6
Albijon,0,8
Albin,5,17077
Albinas,0,10
Albino,0,8
Albinot,0,10
Albion,0,135
Albir,0,11
Albison,0,4
Albjon,0,2
Albnor,0,4
Alborz,0,24
Albra,0,2
Albraa,0,5
Albrecht,0,11
Albrim,0,6
Albroz,0,2
Albunit,0,2
Albus,0,38
Alby,0,2
Alcander,0,2
Alcibiades,0,2
Alcides,0,9
Alco,0,2
Aldair,0,4
Aldan,0,3
Aldar,0,14
Aldas,0,5
Alde,112,22
Alden,0,30
Aldenor,0,2
Alder,0,2
Aldi,0,11
Aldian,0,2
Aldijan,0,2
Aldin,0,407
Aldino,0,4
Aldion,0,7
Aldis,13,22
Aldiyar,0,2
Aldjon,0,2
Aldo,0,210
Aldon,0,7
Aldor,0,49
Aldous,0,4
Aldrin,0,23
Aldur,0,4
Aldus,0,3
Aldwin,0,4
Ale,5,128
Aleandro,0,7
Aleas,0,3
Alec,5,185
Alecs,0,6
Alecsander,0,11
Aleczander,0,8
Aled,0,3
Alee,2,4
Aleem,0,12
Aleez,0,2
Alef,0,5
Aleg,0,3
Aleh,0,27
Alehandro,0,10
Alei,0,2
Aleix,0,7
Alejandro,0,660
Alejo,0,3
Alek,2,46
Aleko,0,3
Alekos,0,2
Aleks,2,149
Aleksa,9,128
Aleksan,0,4
Aleksandar,0,1425
Aleksandar-Sasa,0,4
Aleksander,0,834
Aleksandër,0,11
Aleksanders,0,2
Aleksandr,0,262
Aleksandras,0,32
Aleksandre,0,18
Aleksandro,0,5
Aleksandros,0,11
Aleksandrs,0,125
Aleksandru,0,3
Aleksanteri,0,12
Aleksas,0,9
Aleksei,0,120
Alekseij,0,2
Aleksej,0,72
Aleksejs,0,52
Aleksejus,0,3
Aleksey,0,20
Aleksi,0,131
Aleksis,0,24
Alekso,0,6
Alekss,0,9
Aleksy,0,9
Alekzander,0,6
Alem,121,174
Alemayehu,0,15
Alemseged,0,6
Alemseghed,0,2
Alemu,0,5
Alen,17,748
Alenas,0,2
Alend,0,63
Alens,0,3
Aleo,0,3
Aleph,0,2
Alert,0,2
Ales,3,31
Alesander,0,2
Alesandro,0,7
Alesio,0,5
Alessander,0,2
Alessandro,0,518
Alessi,3,3
Alessio,0,187
Alesso,0,18
Alex,275,6334
Álex,0,2
Aléx,0,5
Alexa,133,3
Alexan,0,13
Alexandar,0,125
Alexander,42,39052
Alexandér,0,2
Alexanderi,0,2
Alexander-Lucas,0,2
Alexander-Magnus,0,2
Alexander-Viking,0,2
Alexandher,0,3
Alexandor,0,2
Alexandr,0,102
Alexandra,13169,11
Alexandre,0,378
Alexandro,0,74
Alexandros,0,477
Aléxandros,0,8
Alexandru,0,511
Alexandru-Alin,0,2
Alexandru-Bogdan,0,2
Alexandru-Costel,0,2
Alexandru-Cristian,0,4
Alexandru-Florin,0,3
Alexandru-Gabriel,0,10
Alexandru-Ioan,0,3
Alexandru-Ionut,0,3
Alexandru-Marian,0,3
Alexandru-Marin,0,2
Alexandru-Mihai,0,4
Alexandru-Nicolae,0,2
Alexandru-Sorin,0,3
Alexandru-Valentin,0,3
Alexandru-Vasile,0,3
Alexandru-Virgil,0,2
Alexanter,0,2
Alexantros,0,2
Alex-Christian,0,2
Alexe,2,2
Alexei,0,99
Alexej,0,50
Alexey,0,144
Alexi,20,81
Alexia,668,3
Alexian,0,2
Alexie,8,5
Alexio,0,7
Alexios,0,35
Alexis,216,667
Alexius,0,43
Alexiz,3,3
Alexsandar,0,4
Alexsander,0,112
Alexsandr,0,4
Alexsandro,0,11
Alexsej,0,2
Alexsey,0,2
Alexus,0,7
Alexx,4,9
Alexy,3,4
Alexzander,0,48
Alex-Zander,0,2
Aley,0,2
Alezander,0,2
Alf,0,8668
Alf Arne,0,2
Alf Erik,0,9
Alf Gunnar,0,5
Alf Göran,0,12
Alf Inge,0,6
Alf Peter,0,2
Alf Åke,0,8
Alfa,35,9
Alf-Arne,0,2
Alfarok,0,2
Alfarouk,0,6
Alf-Bertil,0,2
Alf-Börje,0,2
Alf-Christer,0,2
Alf-Eric,0,2
Alf-Erik,0,25
Alf-Gunnar,0,8
Alf-Göran,0,19
Alf-Henrik,0,2
Alf-Håkan,0,7
Alfi,6,2
Alfie,3,51
Alfin,0,3
Alf-Inge,0,9
Alfio,0,12
Alf-Johan,0,3
Alf-Magnus,0,3
Alf-Martin,0,6
Alfon,0,10
Alfons,0,1888
Alfonsas,0,4
Alfonse,0,2
Alfonso,0,141
Alfonz,0,26
Alf-Peter,0,3
Alfréd,0,3
Alfred,0,9737
Alfredas,0,2
Alfredh,0,4
Alfredo,0,194
Alfreds,0,2
Alf-Rune,0,2
Alf-Tore,0,3
Alfusainey,0,2
Alfvin,0,2
Alf-Åke,0,13
Alge,0,8
Alger,0,2
Algers,0,2
Algert,0,4
Algimantas,0,16
Algirdas,0,40
Algis,0,16
Algon,0,6
Algot,0,2255
Algoth,0,18
Algott,0,2
Alhabib,0,6
Alhadi,0,7
Alhagi,0,6
Alhagie,0,25
Alhaje,0,2
Alhaji,0,17
Alhakam,0,10
Al-Hakam,0,2
Alhamza,0,11
Alhamzah,0,4
Alhareth,0,9
Alharith,0,2
Alharth,0,2
Alhasan,0,39
Al-Hasan,0,2
Alhassan,0,39
Al-Hassan,0,13
Alhassane,0,6
Alhusein,0,2
Alhussain,0,2
Al-Hussain,0,2
Alhussein,0,13
Al-Hussein,0,13
Ali,16,15948
Ali Abbas,0,2
Ali Ahmad,0,4
Ali Akbar,0,7
Ali Asghar,0,4
Ali Can,0,2
Ali Efe,0,3
Ali Haider,0,2
Ali Hasnain,0,2
Ali Hassan,0,6
Ali Ibrahim,0,2
Ali Ihsan,0,5
Ali Jan,0,2
Ali Miran,0,2
Ali Reda,0,2
Ali Reza,0,37
Ali Ridha,0,2
Ali Riza,0,3
Ali Sami,0,3
Ali Shanawar,0,2
Ali Sina,0,3
Alia,475,2
Ali-Abbas,0,2
Ali-Adam,0,5
Aliagha,0,7
Aliakbar,0,37
Ali-Akbar,0,12
Aliaksandr,0,79
Aliaksei,0,32
Ali-Alakbar,0,2
Alialridha,0,2
Alian,0,11
Aliandro,0,3
Alias,0,33
Aliasgar,0,5
Aliasghar,0,32
Ali-Asghar,0,4
Alibaba,0,3
Ali-Baba,0,2
Alibashi,0,3
Alibashir,0,2
Alibek,0,5
Alican,0,19
Alice,21141,26
Alicia,10508,5
Alicio,0,6
Alidad,0,17
Alidahir,0,6
Alidost,0,2
Alidust,0,2
Alie,12,6
Alieu,0,130
Alif,3,10
Aligül,0,2
Alihan,0,18
Alihussein,0,2
Alii,0,2
Alija,47,164
Alijan,0,27
Ali-Jan,0,3
Alijoma,0,2
Alijon,0,2
Alik,4,18
Alikar,0,2
Alikemal,0,2
Alikhan,0,26
Aliko,0,2
Aliksander,0,3
Alil,0,4
Alim,2,45
Alimadad,0,2
Alimamy,0,4
Alimaysam,0,2
Alimir,0,2
Alimohammad,0,2
Ali-Mohammad,0,2
Alimorad,0,2
Alimul,0,2
Alimzhan,0,5
Alin,204,113
Alinaghi,0,2
Alin-Constantin,0,4
Alind,0,6
Alin-Florin,0,2
Alin-Ionut,0,2
Alin-Mihai,0,2
Alinoor,0,2
Alinor,0,2
Alinoti,0,2
Alinur,0,3
Ali-Nuur,0,3
Alion,0,6
Aliou,0,13
Alioune,0,9
Alipi,0,2
Aliramin,0,2
Aliraza,0,4
Aliredha,0,2
Alireza,0,806
Ali-Reza,0,36
Ali-Ridha,0,4
Alirio,0,6
Aliriza,0,7
Aliro,0,6
Alis,37,12
Alisa,761,3
Ali-Sajad,0,2
Alisan,0,10
Alisdair,0,3
Alisen,0,2
Alisena,0,2
Aliser,0,2
Alish,0,3
Alisha,161,3
Alishafa,0,2
Alishah,3,15
Alisher,0,55
Alishir,0,3
Alisina,0,53
Ali-Sina,0,4
Alison,155,3
Alissi,0,2
Alistair,0,45
Alister,0,9
Alit,0,7
Aliu,0,7
Aliullah,0,5
Alius,0,6
Alix,18,9
Alixander,0,5
Aliy,0,2
Aliyan,0,4
Aliyar,0,7
Aliyas,0,2
Aliyaser,0,2
Aliyu,0,2
Alizada,0,4
Alizadeh,0,4
Alizafar,0,3
Alizamin,0,2
Alizhan,0,2
Alizia,100,2
